Age,Gender,NumberOfChildren,CommuteTime,CountryOfResidence,HoursSpentLearningToCode,Income,IsSoftwareDev,LanguageAtHome,MaritalStatus,MoneySpentLearningToCode,MonthsSpentProgramming,ResourceBooks,ResourceCoursera,StudentDebtOwed,ID
36.0,male,2.0,10.0,United States of America,7.0,36000.0,0.0,English,married or domestic partnership,500.0,7.0,1.0,1.0,100000.0,76218
50.0,male,2.0,45.0,United States of America,15.0,90000.0,0.0,English,married or domestic partnership,700.0,3.0,,,,25740
58.0,female,10.0,,United States of America,15.0,,0.0,English,married or domestic partnership,2000.0,15.0,,1.0,,19828
32.0,male,1.0,28.0,United States of America,10.0,40000.0,1.0,English,married or domestic partnership,2000.0,9.0,,,,77401
31.0,male,1.0,0.0,Chile,10.0,15000.0,0.0,Spanish,married or domestic partnership,100.0,1.0,,,,36953
39.0,female,2.0,,United States of America,12.0,,0.0,English,married or domestic partnership,75.0,9.0,,,,76257
54.0,male,3.0,180.0,United Kingdom,9.0,42000.0,0.0,English,married or domestic partnership,80.0,4.0,,1.0,,76091
52.0,male,2.0,30.0,Sweden,10.0,100000.0,0.0,Swedish,married or domestic partnership,1000.0,24.0,,1.0,,92013
50.0,female,2.0,0.0,United States of America,30.0,10000.0,0.0,English,divorced,,1.0,,,20000.0,89360
27.0,male,3.0,,United States of America,40.0,,0.0,English,married or domestic partnership,0.0,1.0,,1.0,5000.0,75396
31.0,male,2.0,40.0,United States of America,3.0,73000.0,0.0,English,married or domestic partnership,10.0,3.0,,1.0,,50180
35.0,male,2.0,20.0,Australia,10.0,70000.0,0.0,English,married or domestic partnership,100.0,5.0,,,,35221
54.0,male,4.0,45.0,United States of America,20.0,80000.0,0.0,English,married or domestic partnership,450.0,6.0,,1.0,,86411
44.0,female,2.0,,Canada,3.0,,0.0,English,separated,0.0,4.0,,,,45706
44.0,female,3.0,,United States of America,10.0,,0.0,English,married or domestic partnership,100.0,6.0,,,,61673
44.0,male,4.0,5.0,United States of America,3.0,24500.0,0.0,English,divorced,10000.0,3.0,,,15000.0,36683
32.0,male,,30.0,United States of America,5.0,70000.0,1.0,English,married or domestic partnership,0.0,12.0,,,,24487
52.0,male,2.0,15.0,India,4.0,10000.0,0.0,Hindi,married or domestic partnership,0.0,0.0,,,,90822
30.0,male,1.0,3.0,United States of America,16.0,40000.0,0.0,English,"single, never married",0.0,8.0,,,,38315
35.0,male,1.0,30.0,United States of America,25.0,30000.0,0.0,English,married or domestic partnership,400.0,7.0,,,6000.0,98396
26.0,female,2.0,60.0,United States of America,20.0,20000.0,0.0,English,"single, never married",100.0,10.0,,,60000.0,19091
41.0,male,1.0,,Australia,10.0,,0.0,English,married or domestic partnership,0.0,12.0,,,5000.0,21205
44.0,male,3.0,45.0,United States of America,2.0,,0.0,English,divorced,100.0,3.0,,,,90149
38.0,male,1.0,180.0,United Kingdom,5.0,40000.0,0.0,English,married or domestic partnership,150.0,1.0,,1.0,,65466
38.0,female,3.0,,United States of America,8.0,,1.0,English,married or domestic partnership,500.0,12.0,,,,38618
32.0,male,2.0,,United States of America,15.0,,0.0,English,married or domestic partnership,30.0,12.0,,,,52742
35.0,male,1.0,60.0,United States of America,7.0,94000.0,0.0,English,"single, never married",300.0,3.0,,1.0,,15340
40.0,male,1.0,10.0,United States of America,10.0,53000.0,0.0,English,divorced,0.0,0.0,,,37000.0,75636
26.0,male,2.0,,United States of America,5.0,,0.0,English,married or domestic partnership,0.0,4.0,,,,91783
33.0,male,1.0,30.0,United States of America,5.0,75000.0,0.0,English,married or domestic partnership,50.0,6.0,,1.0,8000.0,31609
30.0,male,1.0,30.0,United States of America,20.0,37500.0,0.0,English,"single, never married",150.0,3.0,,,,17417
46.0,male,1.0,150.0,United States of America,15.0,102000.0,0.0,English,married or domestic partnership,0.0,10.0,,1.0,60000.0,44330
44.0,male,2.0,60.0,Romania,5.0,14000.0,0.0,Romanian,married or domestic partnership,0.0,12.0,,,,23173
31.0,male,5.0,,United States of America,5.0,,0.0,Russian,married or domestic partnership,200.0,15.0,,,,74507
47.0,male,2.0,,Philippines,20.0,,0.0,English,divorced,2000.0,3.0,,,,57425
26.0,female,1.0,,United States of America,25.0,,0.0,English,"single, never married",3400.0,21.0,,,50000.0,73796
30.0,female,1.0,,United States of America,1.0,,0.0,English,"single, never married",0.0,12.0,,,18000.0,92382
48.0,female,1.0,60.0,United States of America,2.0,50000.0,0.0,English,married or domestic partnership,500.0,0.0,,,,98872
34.0,male,2.0,,United States of America,2.0,,0.0,English,married or domestic partnership,250.0,140.0,,,,49682
39.0,female,1.0,45.0,United States of America,3.0,91000.0,0.0,English,divorced,4000.0,0.0,,,130000.0,12343
31.0,male,1.0,10.0,India,4.0,7500.0,0.0,Gujarati,married or domestic partnership,,,,,,10820
40.0,male,2.0,,United States of America,20.0,,0.0,English,married or domestic partnership,50.0,1.0,,,1500.0,27047
32.0,male,3.0,10.0,United States of America,6.0,50000.0,0.0,English,married or domestic partnership,100.0,1.0,,,,33582
48.0,male,1.0,45.0,India,4.0,30000.0,1.0,Tamil,married or domestic partnership,400.0,120.0,,,,66389
30.0,female,1.0,,Germany,2.0,,0.0,German,"single, never married",60.0,6.0,,,,87067
42.0,male,3.0,20.0,South Africa,5.0,34000.0,0.0,English,married or domestic partnership,100.0,24.0,,1.0,,64123
39.0,male,2.0,50.0,United States of America,5.0,49000.0,0.0,English,married or domestic partnership,100.0,2.0,,,8500.0,91930
33.0,male,1.0,,Chile,42.0,,0.0,Spanish,married or domestic partnership,100.0,4.0,,,,12499
39.0,female,1.0,70.0,United States of America,40.0,95000.0,1.0,English,married or domestic partnership,9500.0,9.0,,,,33248
26.0,male,3.0,15.0,United States of America,25.0,65000.0,0.0,Spanish,married or domestic partnership,0.0,1.0,,,,36432
49.0,male,2.0,90.0,United States of America,10.0,80000.0,0.0,English,married or domestic partnership,400.0,12.0,,,103000.0,39862
32.0,male,1.0,,United States of America,20.0,,0.0,Spanish,married or domestic partnership,4000.0,24.0,,,20000.0,77681
32.0,male,1.0,,United States of America,8.0,,0.0,Russian,married or domestic partnership,1000.0,36.0,,1.0,,65210
41.0,male,1.0,108.0,Finland,10.0,180000.0,1.0,English,married or domestic partnership,500.0,70.0,,,,36861
36.0,male,2.0,120.0,United Kingdom,12.0,200000.0,1.0,English,married or domestic partnership,2500.0,240.0,,1.0,,68612
36.0,male,1.0,15.0,United States of America,5.0,50000.0,0.0,English,married or domestic partnership,1000.0,19.0,,,75000.0,17464
37.0,male,2.0,20.0,United States of America,10.0,85000.0,1.0,English,married or domestic partnership,100.0,6.0,,,22000.0,60375
34.0,male,1.0,40.0,Denmark,10.0,,0.0,Danish,married or domestic partnership,,24.0,,,,92531
30.0,male,1.0,,United States of America,40.0,35000.0,0.0,English,married or domestic partnership,15000.0,3.0,,,,78332
26.0,,2.0,,United States of America,3.0,,0.0,English,married or domestic partnership,0.0,5.0,,,,39385
42.0,male,3.0,,United States of America,15.0,,0.0,English,married or domestic partnership,2500.0,6.0,,1.0,,91801
45.0,male,2.0,0.0,United States of America,10.0,,1.0,English,married or domestic partnership,10000.0,240.0,1.0,,,20496
50.0,female,2.0,0.0,United States of America,2.0,,0.0,English,,100.0,12.0,,,,81185
30.0,female,2.0,60.0,United States of America,20.0,,0.0,English,married or domestic partnership,4000.0,2.0,,,60000.0,89164
55.0,female,1.0,,United States of America,5.0,,0.0,English,married or domestic partnership,900.0,4.0,,,,41458
23.0,male,1.0,25.0,United States of America,4.0,56000.0,1.0,English,married or domestic partnership,0.0,36.0,,,,10925
38.0,female,1.0,0.0,United States of America,5.0,120000.0,1.0,English,married or domestic partnership,0.0,10.0,,1.0,,85618
33.0,male,4.0,25.0,United States of America,20.0,40000.0,1.0,English,married or domestic partnership,15000.0,6.0,,,,16297
42.0,male,2.0,66.0,United States of America,5.0,66433.0,0.0,English,"single, never married",0.0,3.0,,,,44918
40.0,male,1.0,0.0,United States of America,35.0,40000.0,0.0,English,married or domestic partnership,5000.0,12.0,,1.0,20000.0,79075
30.0,male,2.0,180.0,United States of America,15.0,150000.0,0.0,English,married or domestic partnership,200.0,8.0,,,,33314
41.0,male,2.0,,Poland,15.0,,0.0,English,married or domestic partnership,1000.0,3.0,,,60000.0,62114
34.0,male,1.0,0.0,Romania,10.0,20000.0,1.0,Romanian,married or domestic partnership,500.0,60.0,,,,52232
37.0,male,2.0,75.0,Turkey,10.0,10000.0,1.0,Turkish,married or domestic partnership,1000.0,310.0,,,,70730
29.0,male,1.0,0.0,United Kingdom,5.0,40000.0,1.0,Turkish,married or domestic partnership,0.0,100.0,,1.0,,28412
42.0,male,3.0,0.0,United States of America,10.0,32000.0,1.0,English,married or domestic partnership,3000.0,48.0,,,11000.0,98570
43.0,male,3.0,60.0,United States of America,10.0,20000.0,0.0,English,married or domestic partnership,500.0,12.0,,,,92551
31.0,male,1.0,50.0,United States of America,10.0,60000.0,0.0,English,married or domestic partnership,0.0,12.0,,,,25732
35.0,male,2.0,20.0,United States of America,15.0,73000.0,0.0,English,married or domestic partnership,10000.0,13.0,,,10000.0,93046
43.0,male,3.0,20.0,United States of America,8.0,150000.0,1.0,English,married or domestic partnership,500.0,240.0,,,,94141
31.0,male,1.0,75.0,Canada,21.0,80000.0,0.0,English,married or domestic partnership,0.0,3.0,,,,66032
37.0,female,3.0,0.0,United States of America,15.0,72000.0,1.0,English,married or domestic partnership,0.0,10.0,,1.0,55000.0,67056
30.0,male,2.0,20.0,Russia,7.0,10000.0,0.0,Russian,married or domestic partnership,100.0,0.0,,,,11389
52.0,female,2.0,40.0,United States of America,,,0.0,English,married or domestic partnership,0.0,,,,,85610
63.0,female,6.0,0.0,United States of America,6.0,25000.0,0.0,English,married or domestic partnership,0.0,1.0,,1.0,,37440
37.0,male,3.0,120.0,Portugal,8.0,28000.0,0.0,Portuguese,married or domestic partnership,200.0,24.0,,,,69667
35.0,male,2.0,120.0,United States of America,10.0,35000.0,0.0,English,married or domestic partnership,50.0,6.0,,1.0,,80843
33.0,male,3.0,60.0,United States of America,30.0,100000.0,0.0,English,married or domestic partnership,0.0,1.0,,,,18679
33.0,female,2.0,0.0,United States of America,10.0,42000.0,0.0,English,married or domestic partnership,30.0,3.0,,1.0,,85448
32.0,male,2.0,45.0,United States of America,15.0,58000.0,0.0,English,married or domestic partnership,0.0,0.0,,,30000.0,76032
38.0,female,4.0,15.0,United States of America,6.0,35000.0,0.0,English,married or domestic partnership,50.0,2.0,,,40000.0,84851
57.0,male,1.0,,United States of America,60.0,,0.0,English,married or domestic partnership,0.0,1.0,,,,39185
30.0,male,2.0,2.0,United States of America,3.0,60000.0,0.0,English,married or domestic partnership,200.0,24.0,,,,71676
29.0,male,1.0,60.0,United Kingdom,8.0,48000.0,0.0,English,married or domestic partnership,,36.0,,,,38311
42.0,female,2.0,0.0,United States of America,14.0,50000.0,0.0,English,divorced,500.0,3.0,,,,18853
43.0,female,1.0,,United States of America,30.0,,0.0,English,"single, never married",7000.0,18.0,,,75000.0,73026
47.0,male,1.0,0.0,United States of America,20.0,97000.0,1.0,Romanian,divorced,20000.0,240.0,,1.0,22000.0,92468
43.0,male,2.0,120.0,United States of America,4.0,82000.0,0.0,English,married or domestic partnership,720.0,6.0,,,10000.0,71105
50.0,female,2.0,,United States of America,30.0,,0.0,English,married or domestic partnership,12000.0,24.0,,1.0,12000.0,52139
45.0,male,3.0,1.0,United States of America,4.0,100000.0,0.0,Tagalog,married or domestic partnership,2000.0,60.0,,,,11583
45.0,female,4.0,,United States of America,5.0,,0.0,English,married or domestic partnership,500.0,5.0,,,,17692
45.0,male,2.0,0.0,United States of America,2.0,80000.0,0.0,English,married or domestic partnership,500.0,12.0,,1.0,,83643
40.0,female,2.0,30.0,Finland,2.0,,0.0,English,married or domestic partnership,300.0,24.0,,,,76938
28.0,female,1.0,90.0,United Kingdom,2.0,75000.0,0.0,English,married or domestic partnership,200.0,24.0,,,25000.0,45097
42.0,male,2.0,15.0,United States of America,40.0,15000.0,0.0,English,married or domestic partnership,1200.0,30.0,,1.0,50000.0,93096
37.0,male,2.0,60.0,United States of America,15.0,65000.0,0.0,English,married or domestic partnership,4000.0,18.0,,,,87481
32.0,female,1.0,15.0,United States of America,48.0,25000.0,0.0,English,divorced,500.0,3.0,,,,48651
53.0,male,2.0,20.0,United Kingdom,2.0,100000.0,0.0,English,married or domestic partnership,50.0,360.0,,,,15702
54.0,male,1.0,,Australia,1.0,,0.0,Afrikaans,married or domestic partnership,100.0,2.0,,,25000.0,44746
30.0,male,1.0,60.0,United States of America,10.0,15000.0,0.0,Turkish,married or domestic partnership,100.0,6.0,,,,48210
55.0,female,4.0,,United States of America,60.0,,0.0,English,divorced,800.0,24.0,,1.0,,61132
36.0,male,2.0,180.0,United States of America,5.0,190000.0,0.0,English,married or domestic partnership,1500.0,12.0,,,,13845
45.0,male,3.0,60.0,United States of America,15.0,86000.0,0.0,English,married or domestic partnership,0.0,3.0,,,,37473
26.0,female,2.0,,United States of America,20.0,,0.0,English,married or domestic partnership,20.0,1.0,,,,73782
35.0,male,2.0,120.0,India,,,0.0,Telugu,married or domestic partnership,,,,1.0,,20168
49.0,male,4.0,2.0,United States of America,5.0,80000.0,0.0,English,married or domestic partnership,2000.0,24.0,,,60000.0,44000
38.0,male,1.0,0.0,United States of America,7.0,60000.0,0.0,English,married or domestic partnership,300.0,10.0,,,70000.0,31505
50.0,male,2.0,60.0,United States of America,1.0,100000.0,0.0,English,married or domestic partnership,0.0,100.0,,1.0,,28971
39.0,male,2.0,0.0,United States of America,10.0,135000.0,0.0,English,married or domestic partnership,500.0,9.0,,,,13870
42.0,male,1.0,60.0,United States of America,6.0,75000.0,0.0,English,married or domestic partnership,3500.0,2.0,,,,79204
33.0,male,1.0,100.0,United States of America,6.0,60000.0,1.0,English,married or domestic partnership,500.0,200.0,,,20000.0,33025
43.0,male,1.0,,United States of America,40.0,,0.0,English,married or domestic partnership,0.0,3.0,,,,46235
35.0,male,2.0,45.0,Ireland,7.0,,0.0,English,married or domestic partnership,200.0,24.0,,,,27634
39.0,male,1.0,60.0,United States of America,15.0,40000.0,0.0,English,married or domestic partnership,100.0,10.0,,,,65318
43.0,female,5.0,90.0,United States of America,10.0,32500.0,0.0,English,divorced,200.0,1.0,,,60000.0,73911
44.0,female,2.0,30.0,United States of America,10.0,56000.0,0.0,English,married or domestic partnership,500.0,6.0,,1.0,8000.0,72190
33.0,male,2.0,90.0,Indonesia,20.0,6000.0,0.0,Indonesian,married or domestic partnership,100.0,12.0,,,,43033
37.0,male,2.0,45.0,United States of America,20.0,55000.0,0.0,English,married or domestic partnership,25.0,1.0,,,,44262
25.0,female,2.0,40.0,United States of America,15.0,29000.0,0.0,English,"single, never married",400.0,6.0,,1.0,,81382
30.0,female,2.0,15.0,United States of America,10.0,26000.0,0.0,English,"single, never married",0.0,1.0,,,,46732
28.0,male,2.0,,United States of America,7.0,,0.0,English,married or domestic partnership,10000.0,4.0,,,8000.0,63606
35.0,male,1.0,,Korea South,12.0,,0.0,English,married or domestic partnership,800.0,6.0,1.0,,,28777
25.0,female,1.0,,Peru,1.0,,0.0,Spanish,married or domestic partnership,0.0,0.0,1.0,1.0,,28068
30.0,female,1.0,,United Kingdom,2.0,,0.0,English,married or domestic partnership,25.0,6.0,,1.0,85000.0,89375
35.0,male,1.0,10.0,Korea South,24.0,40000.0,0.0,English,married or domestic partnership,300.0,10.0,,,15000.0,26210
26.0,female,2.0,60.0,United States of America,3.0,10000.0,0.0,English,married or domestic partnership,6000.0,5.0,,1.0,6000.0,16652
34.0,female,3.0,2.0,United States of America,8.0,100000.0,0.0,English,married or domestic partnership,200.0,24.0,,,100000.0,94430
24.0,male,1.0,0.0,Canada,18.0,,0.0,Portuguese,married or domestic partnership,400.0,24.0,,,,23172
50.0,male,2.0,30.0,United States of America,12.0,100000.0,0.0,English,married or domestic partnership,500.0,12.0,,,,31050
38.0,male,3.0,,United States of America,40.0,,0.0,Spanish,married or domestic partnership,9.0,3.0,,,,85974
32.0,,2.0,,United States of America,14.0,,0.0,English,married or domestic partnership,200.0,9.0,,,15000.0,82878
40.0,male,2.0,120.0,United States of America,,45000.0,0.0,English,married or domestic partnership,100.0,1.0,,,26000.0,95476
32.0,female,1.0,,United States of America,10.0,,0.0,English,married or domestic partnership,1500.0,50.0,,,,38704
38.0,male,1.0,,Trinidad & Tobago,20.0,15428.0,0.0,English,married or domestic partnership,0.0,3.0,,,,97613
57.0,male,2.0,,Switzerland,15.0,35000.0,1.0,Spanish,married or domestic partnership,5000.0,240.0,,1.0,,55575
34.0,male,1.0,15.0,United States of America,25.0,17500.0,0.0,English,"single, never married",0.0,3.0,,,,45755
34.0,male,2.0,,United States of America,15.0,,1.0,English,married or domestic partnership,500.0,150.0,,,80000.0,53102
29.0,male,2.0,0.0,United States of America,15.0,50000.0,1.0,English,married or domestic partnership,350.0,15.0,,,,45769
34.0,male,2.0,90.0,United States of America,15.0,40000.0,1.0,English,married or domestic partnership,2400.0,15.0,,,66000.0,71500
31.0,female,1.0,,Canada,10.0,,0.0,English,married or domestic partnership,300.0,12.0,,1.0,20000.0,93806
28.0,male,1.0,,United States of America,8.0,,1.0,English,married or domestic partnership,200.0,24.0,,,30000.0,25271
47.0,male,2.0,,United States of America,40.0,,1.0,English,divorced,0.0,240.0,,,,61251
36.0,male,1.0,45.0,Spain,5.0,30000.0,1.0,Basque,married or domestic partnership,0.0,48.0,,1.0,,82339
32.0,female,1.0,60.0,United States of America,4.0,22000.0,0.0,English,separated,60.0,2.0,,,,88852
41.0,male,2.0,90.0,United Kingdom,10.0,140000.0,1.0,English,married or domestic partnership,200.0,120.0,,,,45811
35.0,male,2.0,,United States of America,40.0,,0.0,English,married or domestic partnership,2000.0,6.0,,1.0,18000.0,70266
37.0,male,2.0,5.0,Philippines,5.0,6000.0,0.0,Central Bicolano,married or domestic partnership,0.0,2.0,,,,79861
45.0,male,2.0,40.0,Japan,10.0,33000.0,0.0,English,married or domestic partnership,100.0,18.0,,,,40587
39.0,male,2.0,,United States of America,10.0,,1.0,English,married or domestic partnership,100.0,,,,20000.0,50852
23.0,male,1.0,60.0,United States of America,10.0,22000.0,0.0,English,married or domestic partnership,20.0,6.0,,,,94426
37.0,male,2.0,,United States of America,4.0,,0.0,English,married or domestic partnership,0.0,1.0,,,4779.0,25898
24.0,male,1.0,,Colombia,5.0,,1.0,Spanish,married or domestic partnership,1000.0,24.0,,,,17514
55.0,male,2.0,,United States of America,20.0,,0.0,English,married or domestic partnership,100.0,3.0,,1.0,,54967
43.0,male,2.0,4.0,India,5.0,,0.0,English,married or domestic partnership,,,,,,52195
30.0,male,1.0,45.0,Canada,5.0,40000.0,0.0,English,married or domestic partnership,0.0,6.0,,,,51795
41.0,male,3.0,,United States of America,10.0,,0.0,English,married or domestic partnership,0.0,0.0,,,,24490
46.0,male,2.0,,Peru,10.0,,0.0,Spanish,married or domestic partnership,375.0,6.0,,1.0,,62023
32.0,male,2.0,60.0,United States of America,8.0,115000.0,1.0,English,married or domestic partnership,200.0,120.0,,,,78194
47.0,male,2.0,,Ireland,20.0,,1.0,English,separated,0.0,7.0,,,,51237
38.0,female,1.0,20.0,Germany,10.0,30000.0,0.0,Russian,divorced,100.0,0.0,,,,90577
42.0,female,3.0,,Canada,30.0,,0.0,English,divorced,0.0,1.0,,1.0,60000.0,75664
29.0,male,3.0,120.0,United States of America,5.0,40000.0,0.0,English,married or domestic partnership,40.0,36.0,,,50000.0,10136
30.0,male,2.0,,Mexico,6.0,12000.0,0.0,Spanish,"single, never married",1000.0,36.0,,,,18393
40.0,female,2.0,90.0,United States of America,3.0,43000.0,0.0,English,divorced,65.0,2.0,,,65000.0,23400
33.0,male,1.0,60.0,Romania,20.0,9000.0,0.0,Romanian,married or domestic partnership,100.0,5.0,,1.0,,82098
38.0,male,1.0,20.0,South Africa,4.0,30000.0,0.0,English,married or domestic partnership,0.0,8.0,,1.0,,25040
28.0,male,2.0,100.0,South Africa,10.0,27733.0,1.0,English,married or domestic partnership,300.0,52.0,,,8481.0,53790
36.0,female,1.0,30.0,Australia,2.0,30000.0,0.0,English,married or domestic partnership,0.0,6.0,,,45000.0,26520
39.0,female,1.0,,United States of America,12.0,,0.0,English,married or domestic partnership,0.0,7.0,,1.0,,48575
49.0,female,2.0,,United Kingdom,15.0,,0.0,English,married or domestic partnership,0.0,6.0,,,,40076
48.0,male,3.0,60.0,United States of America,15.0,70000.0,0.0,English,married or domestic partnership,20.0,7.0,,,,85119
34.0,male,2.0,80.0,Norway,2.0,75000.0,0.0,Norwegian,married or domestic partnership,0.0,12.0,,1.0,25000.0,12193
35.0,female,2.0,240.0,United States of America,20.0,39500.0,0.0,English,"single, never married",40.0,2.0,,,115000.0,77695
29.0,male,2.0,,United States of America,2.0,,0.0,English,married or domestic partnership,0.0,36.0,,,,73679
24.0,female,2.0,0.0,United States of America,15.0,28000.0,1.0,English,"single, never married",0.0,10.0,,,,63633
25.0,male,1.0,120.0,United States of America,5.0,50000.0,1.0,English,married or domestic partnership,1000.0,13.0,,,,61878
41.0,male,1.0,90.0,United States of America,6.0,,0.0,English,married or domestic partnership,50.0,7.0,,1.0,,82244
35.0,male,1.0,0.0,United States of America,3.0,175000.0,1.0,English,married or domestic partnership,10000.0,120.0,,,35000.0,26364
27.0,male,1.0,0.0,United Kingdom,10.0,26000.0,0.0,English,married or domestic partnership,150.0,2.0,,,,91522
47.0,male,2.0,0.0,Canada,10.0,60000.0,1.0,English,married or domestic partnership,0.0,12.0,,,,14367
42.0,female,2.0,15.0,United States of America,5.0,50000.0,1.0,English,married or domestic partnership,10000.0,24.0,,,5000.0,40583
33.0,female,2.0,,United States of America,10.0,,0.0,English,married or domestic partnership,16000.0,5.0,,,16000.0,82301
26.0,male,2.0,30.0,United States of America,10.0,45000.0,1.0,English,married or domestic partnership,0.0,24.0,,,200000.0,28818
31.0,male,2.0,,Germany,2.0,60000.0,1.0,German,married or domestic partnership,9000.0,,,,,36860
49.0,male,2.0,40.0,Mexico,10.0,,1.0,Spanish,married or domestic partnership,0.0,12.0,,,,34874
43.0,male,2.0,40.0,United States of America,2.0,135000.0,1.0,Gujarati,married or domestic partnership,0.0,250.0,,,,85450
32.0,male,3.0,25.0,United States of America,10.0,68000.0,1.0,English,married or domestic partnership,0.0,24.0,,,8000.0,37247
36.0,male,1.0,30.0,United States of America,15.0,50000.0,0.0,English,married or domestic partnership,470.0,3.0,,1.0,63000.0,92256
30.0,male,2.0,15.0,United States of America,12.0,42000.0,1.0,English,married or domestic partnership,200.0,14.0,,,10000.0,62446
46.0,female,4.0,120.0,United States of America,5.0,50000.0,1.0,English,married or domestic partnership,500.0,10.0,,,,38434
31.0,female,1.0,15.0,United States of America,10.0,34000.0,1.0,English,married or domestic partnership,0.0,12.0,,1.0,,15607
31.0,male,1.0,60.0,United States of America,10.0,65000.0,1.0,English,married or domestic partnership,5000.0,24.0,,1.0,,34472
42.0,male,3.0,60.0,United States of America,10.0,52000.0,0.0,English,married or domestic partnership,250.0,24.0,,1.0,12000.0,43295
33.0,male,2.0,25.0,United States of America,14.0,36000.0,0.0,English,married or domestic partnership,500.0,3.0,,,5000.0,61262
40.0,male,2.0,0.0,United States of America,15.0,112000.0,1.0,English,married or domestic partnership,500.0,24.0,,,,66178
29.0,male,2.0,25.0,United States of America,10.0,45000.0,0.0,English,married or domestic partnership,0.0,7.0,,,,84744
31.0,male,3.0,20.0,United States of America,6.0,65000.0,1.0,English,married or domestic partnership,0.0,36.0,,,,92428
40.0,male,1.0,20.0,United States of America,,170000.0,1.0,English,married or domestic partnership,0.0,190.0,,,,88947
31.0,male,5.0,200.0,United States of America,10.0,68000.0,1.0,English,married or domestic partnership,7000.0,24.0,,1.0,28000.0,19680
26.0,male,3.0,30.0,United States of America,10.0,29000.0,0.0,English,married or domestic partnership,10000.0,9.0,,,12000.0,96824
34.0,male,1.0,40.0,United States of America,20.0,60000.0,0.0,English,married or domestic partnership,0.0,1.0,,,4000.0,48745
23.0,male,1.0,30.0,United States of America,15.0,70000.0,1.0,English,married or domestic partnership,60.0,48.0,,,140000.0,16829
31.0,male,1.0,,Indonesia,25.0,,0.0,Indonesian,married or domestic partnership,0.0,7.0,,,,31574
46.0,female,2.0,5.0,United States of America,8.0,24000.0,0.0,English,divorced,500.0,5.0,,,25000.0,80850
32.0,male,3.0,40.0,United States of America,20.0,30000.0,1.0,English,married or domestic partnership,500.0,18.0,,,,27297
38.0,male,3.0,,United States of America,50.0,,0.0,English,widowed,0.0,12.0,,,24900.0,99365
33.0,male,1.0,20.0,Austria,2.0,55000.0,1.0,German,married or domestic partnership,100.0,100.0,,,,38332
34.0,male,2.0,40.0,United States of America,10.0,65000.0,1.0,English,married or domestic partnership,100.0,24.0,,,4000.0,54637
30.0,male,2.0,60.0,Poland,15.0,30000.0,1.0,Polish,married or domestic partnership,0.0,84.0,,,,76357
32.0,male,2.0,120.0,Argentina,20.0,18000.0,1.0,Spanish,separated,0.0,120.0,,1.0,,93006
29.0,male,1.0,80.0,Poland,10.0,40000.0,1.0,Polish,married or domestic partnership,0.0,60.0,,1.0,,66267
33.0,male,1.0,24.0,United States of America,5.0,160000.0,1.0,Armenian,married or domestic partnership,0.0,216.0,,,,83529
43.0,female,4.0,,Canada,20.0,,0.0,English,married or domestic partnership,0.0,2.0,,,,47990
29.0,female,2.0,20.0,United States of America,5.0,55000.0,1.0,English,married or domestic partnership,100.0,18.0,,,60000.0,57631
40.0,male,2.0,10.0,United States of America,5.0,125000.0,1.0,English,married or domestic partnership,1000.0,72.0,,,,27107
33.0,female,2.0,10.0,United States of America,60.0,42000.0,0.0,English,married or domestic partnership,0.0,6.0,,,,25712
35.0,male,2.0,0.0,United States of America,4.0,100000.0,1.0,English,married or domestic partnership,0.0,18.0,,,,59679
44.0,male,2.0,30.0,Australia,2.0,62000.0,1.0,English,married or domestic partnership,0.0,180.0,,,,38548
30.0,male,2.0,15.0,United States of America,15.0,55000.0,0.0,English,married or domestic partnership,125.0,24.0,,1.0,45000.0,91993
32.0,female,1.0,65.0,United States of America,5.0,22000.0,0.0,English,divorced,150.0,3.0,,,,72136
32.0,male,1.0,,United States of America,8.0,,1.0,English,married or domestic partnership,100.0,6.0,,,,83773
34.0,male,1.0,5.0,United States of America,70.0,16000.0,1.0,English,married or domestic partnership,10000.0,7.0,,1.0,6000.0,48686
33.0,male,5.0,15.0,United States of America,3.0,130000.0,1.0,English,married or domestic partnership,300.0,120.0,,1.0,,61997
32.0,male,5.0,8.0,United States of America,5.0,100000.0,0.0,English,married or domestic partnership,0.0,12.0,,,,30393
35.0,male,2.0,40.0,United States of America,10.0,100000.0,1.0,English,married or domestic partnership,500.0,192.0,,,25000.0,58423
24.0,male,1.0,40.0,United States of America,40.0,75000.0,1.0,English,married or domestic partnership,0.0,48.0,,,,43120
37.0,male,1.0,15.0,United States of America,4.0,72000.0,1.0,English,married or domestic partnership,500.0,132.0,,,,23492
34.0,female,1.0,,Canada,40.0,,0.0,English,married or domestic partnership,0.0,12.0,,,12000.0,10670
37.0,male,1.0,90.0,United States of America,12.0,30000.0,1.0,English,married or domestic partnership,800.0,26.0,,,12000.0,73951
29.0,male,1.0,50.0,United States of America,5.0,65000.0,1.0,English,married or domestic partnership,200.0,48.0,,1.0,,35329
55.0,male,2.0,30.0,United States of America,2.0,120000.0,1.0,English,married or domestic partnership,0.0,420.0,,1.0,,10617
30.0,male,1.0,45.0,United States of America,10.0,36000.0,0.0,English,married or domestic partnership,500.0,12.0,,,,10801
35.0,male,2.0,90.0,Canada,2.0,109000.0,1.0,English,married or domestic partnership,100.0,72.0,,1.0,,67918
