Age,Gender,NumberOfChildren,CommuteTime,CountryOfResidence,HoursSpentLearningToCode,Income,IsSoftwareDev,LanguageAtHome,MaritalStatus,MoneySpentLearningToCode,MonthsSpentProgramming,ResourceBooks,ResourceCoursera,StudentDebtOwed,ID
21.0,male,,15.0,Denmark,40.0,60000.0,0.0,,,10000.0,48.0,,,,77819
19.0,male,,,India,12.0,,0.0,Hindi,,0.0,13.0,,1.0,,11415
19.0,male,,,India,20.0,,0.0,Hindi,,0.0,10.0,,1.0,,66715
29.0,male,,120.0,Romania,10.0,,1.0,,married or domestic partnership,30.0,120.0,,,,41075
23.0,male,,,Egypt,40.0,,0.0,Arabic,,0.0,3.0,,,,33292
25.0,male,,,Brazil,6.0,,0.0,Portuguese,,0.0,12.0,,,,57023
28.0,male,,40.0,United States of America,12.0,46000.0,0.0,Spanish,,500.0,24.0,,1.0,,18620
30.0,male,,,United States of America,10.0,,0.0,Tamil,,0.0,12.0,,,,39273
25.0,male,,,Russia,20.0,,0.0,Russian,,0.0,,,,,85864
27.0,male,,,United States of America,20.0,,0.0,English,,500.0,6.0,,1.0,,52150
31.0,female,,120.0,United States of America,16.0,40000.0,0.0,English,,0.0,2.0,,,45000.0,55054
24.0,male,,45.0,Mexico,,15000.0,1.0,Spanish,,500.0,,,1.0,,35407
26.0,male,,,Poland,10.0,,0.0,Polish,,0.0,0.0,,,,45927
22.0,male,,20.0,Brazil,4.0,,0.0,Portuguese,,0.0,2.0,,,,99352
27.0,male,,,United States of America,7.0,,1.0,English,,5.0,24.0,,1.0,,59420
16.0,male,,,Dominican Republic,20.0,,0.0,Spanish,,100.0,20.0,,1.0,,56190
23.0,male,,,Belgium,2.0,,0.0,Dutch,,0.0,10.0,,1.0,,75376
32.0,male,,90.0,United States of America,20.0,46000.0,0.0,English,,150.0,12.0,,,30000.0,85458
41.0,male,,,Nigeria,60.0,,0.0,English,divorced,500.0,2.0,,1.0,,27768
33.0,female,,20.0,United States of America,2.0,38000.0,1.0,English,,4200.0,24.0,,1.0,,68642
39.0,male,,,United States of America,40.0,,0.0,English,,500.0,50.0,,1.0,22000.0,26860
32.0,male,,15.0,Canada,0.0,,0.0,English,,,0.0,,,,78159
27.0,male,,45.0,United States of America,4.0,25000.0,1.0,English,,2300.0,10.0,,1.0,,74895
24.0,female,,,United States of America,20.0,,0.0,English,,0.0,5.0,,,16000.0,86577
17.0,male,,,Ukraine,10.0,,0.0,Ukrainian,,0.0,7.0,,,,71049
24.0,male,,20.0,Philippines,10.0,,1.0,Tagalog,,0.0,17.0,,,,98469
26.0,male,,30.0,United Kingdom,10.0,21000.0,0.0,Hungarian,,0.0,9.0,1.0,,,14749
28.0,female,,60.0,Germany,10.0,15000.0,0.0,German,,0.0,3.0,,1.0,,62897
23.0,male,,,Angola,4.0,,0.0,Portuguese,,0.0,1.0,,,,18226
31.0,male,,,United States of America,30.0,,0.0,English,,0.0,5.0,,1.0,,18565
23.0,male,,30.0,United States of America,5.0,6000.0,0.0,Marathi,,0.0,72.0,,1.0,20000.0,75604
19.0,male,,,United States of America,,,0.0,Mandarin Chinese,,,,,,,24120
28.0,male,,,Italy,60.0,,0.0,Romanian,,300.0,5.0,,,,70828
29.0,female,,45.0,United States of America,1.0,15000.0,0.0,English,"single, never married",0.0,5.0,,,,62188
39.0,male,,75.0,United States of America,10.0,200000.0,1.0,English,,15000.0,264.0,,,,74644
18.0,male,,,United States of America,30.0,,0.0,English,,0.0,1.0,,,5000.0,33630
52.0,male,,0.0,United States of America,12.0,60000.0,0.0,English,,10000.0,36.0,,1.0,,28674
25.0,male,,,Israel,8.0,,0.0,English,,0.0,30.0,,1.0,,73660
70.0,male,,0.0,Nicaragua,4.0,20000.0,0.0,English,,0.0,2.0,,,,72792
23.0,male,,,Croatia,21.0,,0.0,,,0.0,24.0,,,,79656
24.0,male,,,Spain,20.0,,0.0,Spanish,,1000.0,36.0,,1.0,,42221
31.0,male,,45.0,Brazil,1.0,,1.0,Portuguese,,10.0,12.0,,1.0,,93763
25.0,male,,,United States of America,60.0,,0.0,English,,30.0,10.0,,,,99674
25.0,male,,,Argentina,15.0,,0.0,Spanish,,,24.0,,,,42400
36.0,male,,15.0,United States of America,5.0,68000.0,1.0,English,,1200.0,181.0,,,11000.0,96407
15.0,male,,,United States of America,5.0,,0.0,English,,0.0,12.0,,,,80832
46.0,male,,60.0,United States of America,20.0,90000.0,0.0,English,married or domestic partnership,0.0,7.0,,,,57444
51.0,female,,0.0,United States of America,10.0,,0.0,English,,0.0,1.0,,,20000.0,69801
34.0,female,,,United States of America,40.0,,0.0,English,,3000.0,12.0,,1.0,,89265
24.0,male,,,,,,1.0,Marathi,,0.0,36.0,,,,22981
25.0,male,,5.0,Portugal,10.0,9000.0,1.0,Portuguese,,700.0,120.0,,1.0,,69229
25.0,male,,120.0,Japan,1.0,25000.0,0.0,Spanish,,0.0,2.0,,,,65991
26.0,male,,20.0,Argentina,4.0,15000.0,1.0,Spanish,,0.0,48.0,,,,64143
24.0,male,,,Serbia,21.0,,0.0,Serbo-Croatian,,0.0,5.0,,,15000.0,86516
34.0,male,,15.0,United States of America,10.0,40000.0,0.0,Romanian,married or domestic partnership,100.0,8.0,,,,34262
29.0,male,,90.0,Poland,20.0,30000.0,1.0,Polish,,200.0,48.0,,,,61654
26.0,male,,,Brazil,7.0,,0.0,Portuguese,,100.0,14.0,,1.0,,21265
20.0,male,,,United Kingdom,10.0,,0.0,English,,0.0,1.0,,1.0,,41342
17.0,male,,,United States of America,1.0,,0.0,English,,0.0,18.0,,,,32525
20.0,male,,,Albania,15.0,,0.0,English,,0.0,6.0,,,,31570
23.0,female,,15.0,United States of America,45.0,25000.0,0.0,English,,0.0,48.0,,,,16939
,,,,,89.0,,0.0,,,,,,,,79675
25.0,male,,,India,5.0,,1.0,Bengali,,0.0,1.0,,1.0,,87233
31.0,male,,60.0,Japan,6.0,24000.0,0.0,Japanese,,0.0,136.0,,,50000.0,28224
31.0,male,,,United States of America,,,0.0,English,,0.0,12.0,,1.0,22000.0,25088
33.0,male,,20.0,Portugal,8.0,12000.0,1.0,Portuguese,,0.0,7.0,,,,90270
40.0,male,,,United States of America,30.0,,0.0,English,,200.0,12.0,,,16000.0,74379
24.0,male,,0.0,Luxembourg,1.0,33000.0,0.0,German,,,10.0,,,,65655
16.0,agender,,,Canada,0.0,,0.0,English,,0.0,36.0,,,,47788
29.0,male,,90.0,Korea South,10.0,115000.0,0.0,English,married or domestic partnership,600.0,8.0,,1.0,,43424
45.0,male,,,Singapore,8.0,,0.0,English,,0.0,2.0,,,,57104
28.0,male,,45.0,United States of America,5.0,53000.0,0.0,English,married or domestic partnership,100.0,6.0,,,,54754
34.0,female,,,United States of America,10.0,,0.0,English,,20.0,10.0,,,,45064
47.0,male,,,New Zealand,10.0,,1.0,English,,2000.0,240.0,,,,56744
52.0,male,,0.0,Great Britain,15.0,15000.0,1.0,English,"single, never married",0.0,360.0,,,,79059
16.0,male,,,United States of America,10.0,,0.0,English,,0.0,3.0,,,,16500
23.0,male,,,United States of America,10.0,,0.0,Telugu,,0.0,6.0,,1.0,,56541
21.0,male,,120.0,Brazil,8.0,30000.0,1.0,Portuguese,married or domestic partnership,10000.0,24.0,,1.0,,67069
24.0,male,,40.0,United States of America,10.0,40000.0,0.0,English,,0.0,3.0,,1.0,,10632
29.0,male,,,Norway,0.0,,0.0,,,0.0,24.0,,,60000.0,40966
21.0,male,,,United States of America,10.0,,0.0,English,,0.0,22.0,,,,32918
23.0,male,,,United States of America,10.0,,0.0,Japanese,,0.0,12.0,,,,36782
22.0,male,,,United States of America,20.0,,0.0,Malayalam,,500.0,4.0,,1.0,5000.0,46451
30.0,male,,60.0,United States of America,25.0,30000.0,0.0,English,"single, never married",50.0,8.0,,,18000.0,25894
21.0,male,,,Ukraine,8.0,,0.0,Russian,,0.0,12.0,,,,23977
33.0,male,,0.0,Ukraine,10.0,12000.0,0.0,Russian,married or domestic partnership,60.0,5.0,,,,57668
28.0,male,,,Brazil,5.0,,1.0,Portuguese,,1500.0,15.0,,1.0,,97615
31.0,male,,90.0,United States of America,20.0,20000.0,0.0,English,,300.0,12.0,,1.0,20000.0,31675
33.0,male,,30.0,United States of America,20.0,65000.0,0.0,English,,0.0,8.0,,,,61185
40.0,male,,10.0,United States of America,12.0,50000.0,0.0,English,,500.0,4.0,,,28000.0,35567
28.0,male,,,Australia,10.0,,0.0,English,,160.0,48.0,,1.0,15300.0,48028
28.0,male,,60.0,Chile,6.0,40000.0,0.0,English,,250.0,150.0,,,20000.0,58112
24.0,female,,45.0,Australia,5.0,27000.0,0.0,English,,100.0,14.0,,,45000.0,84715
32.0,male,,,Greece,10.0,,0.0,Greek,,0.0,1.0,,1.0,,25833
24.0,male,,20.0,United States of America,10.0,35000.0,0.0,English,,0.0,14.0,,,6000.0,85762
17.0,male,,,Canada,4.0,,0.0,English,,0.0,12.0,,,,44288
30.0,male,,,Brazil,20.0,,0.0,Portuguese,,250.0,6.0,,1.0,,17898
26.0,male,,,United States of America,30.0,,0.0,English,,2500.0,27.0,,,1800.0,66633
23.0,male,,,Portugal,5.0,,0.0,Portuguese,,,2.0,,,,12397
36.0,female,,,United States of America,5.0,,0.0,English,,0.0,15.0,,1.0,,94651
28.0,female,,,United States of America,40.0,,0.0,English,,0.0,1.0,,,,43072
24.0,male,,90.0,,,10000.0,0.0,Spanish,,1000.0,,,1.0,,22045
16.0,male,,,United States of America,20.0,,0.0,English,,60.0,3.0,,,,62315
21.0,female,,60.0,United States of America,2.0,20000.0,0.0,English,,0.0,1.0,,,,95685
,female,,,Latvia,8.0,,1.0,Russian,,0.0,,,,,16786
47.0,male,,0.0,Canada,10.0,24000.0,0.0,English,,300.0,4.0,,1.0,,65266
22.0,female,,10.0,United States of America,,,0.0,English,,,,,,,45044
37.0,male,,15.0,United States of America,10.0,125000.0,0.0,English,,5000.0,12.0,,1.0,,57873
43.0,male,,60.0,United Kingdom,10.0,33000.0,0.0,English,,30.0,7.0,,1.0,,73690
24.0,male,,,Australia,15.0,,0.0,English,,1000.0,6.0,,,,60392
25.0,male,,45.0,Singapore,10.0,20000.0,1.0,English,"single, never married",0.0,36.0,,,10000.0,12403
31.0,male,,0.0,United States of America,10.0,20000.0,0.0,English,,50.0,6.0,,,,89096
30.0,female,,,Philippines,8.0,,1.0,Tagalog,,,,,,,37751
27.0,male,,25.0,United States of America,1.0,17000.0,0.0,English,,800.0,3.0,,,,89242
28.0,male,,15.0,United States of America,20.0,44000.0,0.0,English,,100.0,11.0,,,,47054
31.0,male,,40.0,Singapore,5.0,110000.0,0.0,Mandarin Chinese,,2000.0,3.0,,1.0,,27041
36.0,male,,45.0,Dominican Republic,3.0,18000.0,1.0,Spanish,,0.0,24.0,,1.0,,68039
46.0,female,,,United States of America,40.0,,0.0,English,,2000.0,10.0,,1.0,150000.0,98410
21.0,male,,,Ghana,16.0,,0.0,Akan,,0.0,28.0,,,,53400
29.0,female,,,United States of America,1.0,,0.0,English,,0.0,0.0,,,30000.0,43744
53.0,female,,30.0,United States of America,,,0.0,English,,1500.0,6.0,,,,37880
27.0,male,,110.0,United States of America,5.0,,0.0,English,,0.0,6.0,,,,16575
36.0,male,,,Brazil,16.0,,1.0,Portuguese,,1250.0,240.0,,1.0,,23928
24.0,male,,40.0,Canada,5.0,55000.0,0.0,Tamil,"single, never married",200.0,5.0,,,,82164
21.0,male,,40.0,United States of America,20.0,6000.0,0.0,English,,0.0,80.0,,1.0,,76419
50.0,female,,40.0,United States of America,5.0,,0.0,English,,300.0,,,,,62111
21.0,male,,,Indonesia,35.0,10000.0,0.0,Malay Bhasa Indonesia,,500.0,12.0,,,,41986
40.0,male,,,Australia,2.0,,1.0,English,,1000.0,240.0,,,,51485
26.0,male,,0.0,Brazil,5.0,24000.0,1.0,Portuguese,,1000.0,5.0,,1.0,,94276
17.0,male,,,Singapore,4.0,,0.0,English,,0.0,1.0,,,,59829
36.0,male,,80.0,Argentina,10.0,,1.0,Spanish,,0.0,24.0,,,,51000
34.0,male,,60.0,China,5.0,,1.0,Mandarin Chinese,,0.0,120.0,,,,94605
18.0,male,,,United States of America,1.0,,0.0,English,,0.0,30.0,,1.0,,63793
34.0,female,,,United States of America,10.0,,0.0,English,,0.0,1.0,,,70000.0,36618
24.0,male,,,Brazil,,,0.0,Portuguese,,,,,1.0,,68204
25.0,male,,10.0,Malaysia,10.0,15000.0,0.0,English,,150.0,6.0,,,,43487
29.0,male,,0.0,Brazil,12.0,,1.0,Portuguese,,0.0,68.0,,,,58256
44.0,female,,0.0,United States of America,1.0,67000.0,0.0,English,,0.0,1.0,,,200000.0,36749
20.0,male,,,Canada,,,0.0,English,,0.0,240.0,,,,63783
37.0,male,,100.0,Russia,5.0,30000.0,0.0,Russian,married or domestic partnership,0.0,36.0,,1.0,,96220
18.0,male,,,United States of America,8.0,,0.0,English,,25.0,7.0,,,,49993
26.0,male,,,United States of America,20.0,,0.0,English,,500.0,36.0,,,,86106
23.0,male,,,United States of America,40.0,,0.0,Mandarin Chinese,,500.0,3.0,,,15000.0,65892
29.0,male,,0.0,Colombia,10.0,70000.0,1.0,Spanish,,2500.0,400.0,,,,73795
45.0,male,,25.0,United States of America,10.0,70000.0,1.0,English,,1000.0,12.0,,,,61704
20.0,female,,,Egypt,2.0,,0.0,Arabic,,0.0,5.0,,,,80646
22.0,female,,,United States of America,5.0,,0.0,English,,600.0,1.0,,,,45764
27.0,male,,30.0,United States of America,10.0,40000.0,0.0,English,,0.0,12.0,,1.0,,66107
24.0,male,,,United States of America,7.0,,0.0,English,,0.0,1.0,,,16000.0,97038
31.0,female,,20.0,United States of America,5.0,90000.0,1.0,English,,100.0,3.0,,,,91342
24.0,male,,60.0,United States of America,5.0,60000.0,0.0,English,,0.0,36.0,,,,17836
,,,,,5.0,,0.0,,,0.0,11.0,,,,81084
25.0,male,,,United States of America,20.0,,0.0,English,,0.0,40.0,,,37000.0,41617
46.0,male,,,United States of America,5.0,,1.0,English,,3500.0,7.0,,,,75726
,,,,,,,,,,,,,,,95982
55.0,male,,3.0,United States of America,1.0,13000.0,0.0,English,,100.0,2.0,,1.0,,82409
17.0,male,,,United States of America,2.0,,0.0,English,,0.0,1.0,,,,31353
25.0,male,,0.0,United States of America,5.0,12000.0,1.0,English,,0.0,12.0,,,3000.0,19495
20.0,male,,60.0,United States of America,5.0,20000.0,0.0,English,,0.0,1.0,,,15000.0,65977
26.0,male,,0.0,Turkey,10.0,15000.0,1.0,Turkish,"single, never married",1000.0,36.0,,1.0,3500.0,13174
27.0,male,,,Korea South,,,0.0,,,,,,,,71028
31.0,male,,120.0,United States of America,10.0,30000.0,0.0,English,,75.0,4.0,,,6000.0,86708
43.0,male,,50.0,United States of America,10.0,,1.0,English,married or domestic partnership,500.0,6.0,,1.0,,97640
36.0,male,,100.0,United States of America,8.0,54000.0,0.0,English,,3000.0,18.0,,,,18930
29.0,female,,,Jamaica,8.0,25000.0,0.0,English,,200.0,36.0,,,,63190
28.0,male,,60.0,United States of America,3.0,27000.0,0.0,English,,0.0,0.0,,,35000.0,48322
43.0,female,,60.0,United States of America,5.0,25000.0,0.0,English,,650.0,3.0,,,,87500
24.0,male,,0.0,United States of America,30.0,,1.0,English,,100.0,4.0,,,,74241
21.0,male,,,Austria,10.0,,0.0,,,300.0,14.0,,1.0,,56903
20.0,genderqueer,,,Australia,10.0,,0.0,English,"single, never married",,1.0,,,,33140
26.0,female,,10.0,United States of America,20.0,13000.0,0.0,English,,0.0,6.0,,1.0,40000.0,99752
25.0,male,,60.0,United States of America,0.0,,0.0,English,,0.0,0.0,,,30000.0,20347
48.0,male,,,Swaziland,60.0,,0.0,English,,0.0,25.0,,,,77479
21.0,male,,,United States of America,40.0,,1.0,Spanish,,200.0,4.0,,1.0,,74811
32.0,male,,,United States of America,50.0,,1.0,English,,200.0,10.0,,,,74524
26.0,male,,,United States of America,10.0,,0.0,English,,0.0,12.0,,,,96459
19.0,male,,30.0,United States of America,15.0,13000.0,0.0,English,,100.0,18.0,,,,81514
28.0,male,,30.0,United States of America,50.0,,1.0,English,married or domestic partnership,500.0,120.0,,,,17269
24.0,male,,80.0,Australia,3.0,20000.0,0.0,English,,50.0,12.0,,1.0,,43400
35.0,male,,0.0,United States of America,2.0,200000.0,0.0,English,married or domestic partnership,7000.0,9.0,,,,94379
31.0,female,,20.0,Australia,2.0,25000.0,0.0,English,,0.0,1.0,,,3000.0,23310
22.0,male,,15.0,,10.0,,0.0,English,,50.0,5.0,,,,48421
,female,,30.0,Singapore,10.0,,1.0,English,,200.0,6.0,,1.0,,25475
54.0,male,,0.0,United States of America,4.0,100000.0,1.0,English,,0.0,360.0,,1.0,,84012
30.0,male,,60.0,Malaysia,20.0,20000.0,1.0,Mandarin Chinese,,0.0,120.0,,1.0,,35250
41.0,male,,,United States of America,1.0,,0.0,English,,0.0,1.0,,,30000.0,71225
22.0,male,,,India,,,1.0,Gujarati,,0.0,,,1.0,,80618
,female,,,United States of America,8.0,,1.0,,,300.0,8.0,,,,37878
21.0,male,,,India,7.0,,0.0,Malayalam,,0.0,14.0,,,6000.0,56912
23.0,male,,,United States of America,20.0,,0.0,English,,400.0,18.0,,1.0,,29450
28.0,female,,,United States of America,24.0,,0.0,English,,30.0,13.0,,,80000.0,12133
28.0,male,,0.0,United States of America,40.0,16000.0,0.0,English,,200.0,12.0,,,,74380
27.0,male,,,United Kingdom,40.0,,0.0,Spanish,,0.0,1.0,,,,98811
21.0,male,,,United States of America,30.0,,0.0,English,,0.0,36.0,,,,65802
16.0,trans,,,United Kingdom,2.0,,0.0,English,,200.0,4.0,,,,78929
41.0,male,,45.0,United States of America,20.0,28000.0,0.0,English,married or domestic partnership,0.0,3.0,,,,39874
27.0,male,,120.0,China,30.0,20000.0,1.0,Mandarin Chinese,"single, never married",0.0,100.0,,1.0,,44614
37.0,male,,130.0,United States of America,10.0,152000.0,1.0,English,married or domestic partnership,5000.0,120.0,,,,32139
26.0,male,,30.0,United States of America,2.0,62000.0,0.0,English,,0.0,1.0,,,60000.0,92616
30.0,male,,120.0,Argentina,,,0.0,Spanish,"single, never married",0.0,,,1.0,,12657
52.0,male,,2.0,United States of America,30.0,60000.0,0.0,English,married or domestic partnership,200.0,24.0,,,,72434
35.0,male,,,United States of America,20.0,,0.0,English,,1000.0,8.0,,1.0,,32348
48.0,male,,30.0,United States of America,1.0,120000.0,0.0,English,,1000.0,1.0,,1.0,,78780
39.0,female,,40.0,United States of America,5.0,40000.0,0.0,English,married or domestic partnership,0.0,0.0,,,,69358
26.0,male,,,United States of America,3.0,,0.0,Spanish,,0.0,36.0,,,,54776
13.0,male,,,United States of America,12.0,,0.0,English,,0.0,24.0,,,,94802
28.0,female,,,United States of America,5.0,,1.0,English,,200.0,15.0,,,,69363
23.0,male,,,Germany,12.0,,0.0,English,,0.0,6.0,,,30000.0,84917
25.0,female,,30.0,United States of America,4.0,50000.0,0.0,English,,0.0,2.0,,,,95088
49.0,male,,,United States of America,20.0,,0.0,English,,45.0,5.0,,,,90086
28.0,male,,44.0,United States of America,20.0,40000.0,0.0,English,married or domestic partnership,800.0,4.0,,,80000.0,68351
35.0,male,,120.0,Romania,40.0,,0.0,Romanian,,100.0,11.0,,,,74296
21.0,male,,,India,50.0,,0.0,Hindi,,0.0,6.0,,1.0,,94056
27.0,male,,,United States of America,,,0.0,English,,0.0,,,,,29996
30.0,male,,,Canada,40.0,,1.0,English,,27.0,36.0,,,,92331
27.0,male,,140.0,United States of America,15.0,40000.0,0.0,Spanish,married or domestic partnership,650.0,16.0,,1.0,,56078
20.0,male,,,Brazil,40.0,,0.0,Portuguese,,0.0,36.0,,,,43125
19.0,male,,,Canada,30.0,,0.0,French,,0.0,8.0,,,1500.0,75620
20.0,female,,,Brazil,6.0,,1.0,Portuguese,,0.0,12.0,,1.0,,95148
41.0,male,,10.0,United States of America,10.0,41000.0,0.0,English,,1000.0,2.0,,1.0,14000.0,60803
29.0,female,,0.0,United States of America,,28000.0,0.0,English,,500.0,,,,,49371
23.0,male,,65.0,United States of America,20.0,40000.0,1.0,English,,0.0,50.0,,,30000.0,57778
42.0,male,,40.0,United States of America,4.0,,0.0,English,,0.0,2.0,,1.0,,34600
48.0,female,,,United States of America,20.0,,0.0,English,,200.0,6.0,,,18000.0,37058
25.0,female,,90.0,United States of America,5.0,60000.0,1.0,English,,16000.0,7.0,,,30000.0,30243
,,,,,,,,,,,,,,,53873
27.0,male,,,United States of America,6.0,,0.0,English,,0.0,8.0,,,,30741
32.0,male,,2.0,United States of America,4.0,55000.0,0.0,English,,12000.0,5.0,,,,46799
22.0,male,,12.0,United States of America,10.0,20000.0,1.0,English,,200.0,12.0,,,,47572
39.0,male,,200.0,Canada,2.0,35000.0,0.0,English,,2000.0,300.0,,,40000.0,88836
21.0,male,,,India,35.0,,0.0,Gujarati,,0.0,40.0,,1.0,,80936
25.0,male,,150.0,Malaysia,5.0,6000.0,1.0,Tamil,,20.0,24.0,,,7200.0,96758
18.0,male,,,United States of America,60.0,,0.0,English,,0.0,24.0,,1.0,,82965
44.0,male,,,United States of America,20.0,,0.0,English,,150.0,2.0,,,,59380
57.0,male,,30.0,United States of America,9.0,70000.0,0.0,English,married or domestic partnership,560.0,6.0,,,8000.0,88037
42.0,male,,,United States of America,40.0,,0.0,English,,0.0,6.0,,1.0,10000.0,39251
26.0,male,,90.0,Australia,20.0,35000.0,0.0,English,,20000.0,6.0,,,,93224
22.0,female,,,United States of America,10.0,,0.0,English,,300.0,6.0,,,80000.0,89926
35.0,male,,240.0,United States of America,5.0,75000.0,1.0,English,,1000.0,12.0,,1.0,50000.0,59130
40.0,male,,,Taiwan,14.0,15000.0,0.0,Mandarin Chinese,married or domestic partnership,3000.0,12.0,,,,21146
28.0,male,,0.0,United States of America,20.0,100000.0,1.0,Hindi,,1000.0,36.0,,1.0,,52701
24.0,male,,130.0,United States of America,20.0,20909.0,1.0,Spanish,,0.0,3.0,,1.0,,88521
37.0,male,,60.0,Argentina,8.0,12000.0,0.0,Spanish,,0.0,12.0,,,,96327
22.0,male,,,United States of America,20.0,,0.0,English,,0.0,36.0,,1.0,80000.0,77661
,,,,,4.0,,1.0,,,300.0,12.0,,,,35141
34.0,male,,50.0,Canada,10.0,50000.0,1.0,Korean,married or domestic partnership,200.0,12.0,,,,10285
18.0,male,,,India,28.0,,0.0,Punjabi,,0.0,48.0,,1.0,,10708
25.0,male,,35.0,United States of America,30.0,6000.0,0.0,English,married or domestic partnership,0.0,7.0,,1.0,11000.0,13314
26.0,male,,60.0,United States of America,12.0,44000.0,0.0,English,,200.0,48.0,,,15000.0,42560
15.0,female,,,United States of America,4.0,,0.0,Tamil,,2000.0,24.0,,1.0,,81568
20.0,trans,,,United Kingdom,25.0,,0.0,English,,0.0,48.0,,,,57769
30.0,male,,0.0,United States of America,1.0,9000.0,0.0,English,,150.0,24.0,,1.0,25000.0,75072
26.0,male,,150.0,Philippines,15.0,16000.0,1.0,English,,300.0,24.0,,,,46013
45.0,male,,30.0,United States of America,8.0,85000.0,0.0,English,,500.0,12.0,,,,17854
29.0,male,,,United States of America,30.0,,0.0,English,,0.0,1.0,,,,63163
18.0,male,,,United States of America,12.0,,0.0,English,,0.0,8.0,,1.0,22000.0,63056
36.0,male,,75.0,United States of America,6.0,50000.0,0.0,English,,0.0,3.0,,,,53033
46.0,male,,45.0,United States of America,30.0,145000.0,0.0,English,,400.0,1.0,,,,61209
21.0,female,,,Korea South,40.0,,0.0,Korean,,,,,1.0,,43004
30.0,male,,,Brazil,50.0,8000.0,0.0,Portuguese,,239.0,3.0,,,,63932
47.0,male,,60.0,United States of America,4.0,100000.0,0.0,English,,500.0,240.0,,,,97378
20.0,male,,,,6.0,,0.0,,,40.0,12.0,,1.0,,29582
16.0,female,,,United States of America,2.0,,0.0,English,,0.0,1.0,,,,24313
40.0,male,,20.0,United States of America,40.0,35000.0,0.0,English,married or domestic partnership,2500.0,20.0,,1.0,40000.0,93769
26.0,male,,150.0,Egypt,10.0,,1.0,Arabic,,0.0,96.0,,,,19961
33.0,male,,,United States of America,10.0,,0.0,Mandarin Chinese,,15.0,3.0,,1.0,,10180
27.0,female,,0.0,Malaysia,,,0.0,Yue (Cantonese) Chinese,,50.0,9.0,,,,71179
28.0,male,,45.0,United States of America,8.0,50000.0,0.0,English,,300.0,4.0,,,,75262
29.0,male,,0.0,United States of America,8.0,35000.0,0.0,English,,60.0,12.0,,1.0,30000.0,98823
31.0,female,,,Australia,0.0,,0.0,English,,0.0,1.0,,1.0,,29837
37.0,male,,15.0,United States of America,5.0,70000.0,0.0,English,,500.0,360.0,,1.0,,34598
,female,,,United States of America,30.0,,0.0,English,,100.0,3.0,,1.0,,36281
24.0,male,,120.0,Canada,25.0,,1.0,,,1000.0,14.0,,1.0,,17598
27.0,agender,,,Canada,10.0,,0.0,French,,,3.0,,1.0,,74846
28.0,female,,,United States of America,18.0,,0.0,English,,68.0,1.0,,1.0,,42157
17.0,male,,,Australia,10.0,,0.0,English,,20.0,48.0,,1.0,,97043
30.0,male,,130.0,Australia,20.0,57000.0,1.0,English,,100.0,2.0,,1.0,,81559
28.0,male,,15.0,United States of America,20.0,105000.0,1.0,Somali,"single, never married",0.0,12.0,,1.0,,27883
29.0,male,,,Indonesia,8.0,,0.0,English,,0.0,12.0,,,10000.0,13855
16.0,male,,,Australia,50.0,,0.0,English,,0.0,72.0,,,,60332
18.0,male,,15.0,New Zealand,,,0.0,English,,0.0,,,,,11873
,,,,,10.0,,0.0,,,200.0,6.0,,,,63346
51.0,male,,,United States of America,20.0,,0.0,English,,12000.0,24.0,,,,48989
,female,,95.0,United States of America,8.0,65000.0,0.0,English,married or domestic partnership,3500.0,6.0,,,160000.0,16353
