serial_number,activity_date,name,score,grade,facility_address,facility_zip,owner_id,owner_name,pe_description,risk_level
DACTWOEHB,12/8/2016,MR RAMEN,90,,341 1/2 E 1ST ST,90012,OW0031264,"SAKUMA, SHINOBU",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAQRT3GOY,12/8/2016,CLEMENTINE,90,,1751 ENSLEY AVE,90024,OW0008355,"CLEMENTINE FOODS, LLC",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DATFV9EPH,12/8/2016,GLORIA'S CAFE,90,,10227 VENICE BLVD,90034,OW0011991,"FLORES, GLORIA",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAXAGYBRL,12/8/2016,NEW YORK BAGEL CO,90,,11640 SAN VICENTE BLVD STE #111,90049,OW0035209,"TEDRA, INC",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DASXAB0BF,12/8/2016,MARVIN,91,,8114 BEVERLY BLVD,90048,OW0123806,"REDDRAM, LP",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DARDZRKSU,12/8/2016,SUSHI TIME,91,,8103 1/2 BEVERLY BLVD,90048,OW0026811,"ONO, HITOSHI AND KINUKO",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA0WL8GY8,12/8/2016,CASITAS DEL CAMPO,91,,1920 HYPERION AVE,90027,OW0009631,"DEL CAMPO, NINA",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DALCO6SLZ,12/8/2016,BAO BAB,91,,333 S ALAMEDA ST STE 100-E,90013,OW0237657,DMLT CORPORATION,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAA0KMGOG,12/8/2016,LAS ANITAS,91,,OLVERA ST 26,90012,OW0025317,MUNDANAS INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAF2DF8JQ,12/8/2016,COLOMBO'S ITALIAN STEAKHOUSE,91,,1833 COLORADO BLVD,90041,OW0237464,PARRINO RESTAURANT GROUP LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAFUJYCPX,12/8/2016,HYGGE BAKERY,91,,1106 S HOPE ST,90015,OW0237079,LKH AMERICA INC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA6SSX41C,12/8/2016,MARISCOS PUERTOS DEL PACIFICO,91,,1240 S SOTO ST,90023,OW0101383,"CAMPOS, STEVE J.",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAGNXEW0F,12/8/2016,PETTY CASH TAQUERIA,91,,7360 BEVERLY BLVD,90036,OW0015812,HOLA RIVERA LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA2AITYVO,12/8/2016,TOSCANA,91,,11633 SAN VICENTE BLVD,90049,OW0019021,KILLER PIZZA ENTERPRISES INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAZR3IJ2U,12/8/2016,TUB TIM SIAM,91,,1806 1/2 N HILLHURST AVE,90027,OW0026855,ORATHAI JIRASUNUNTCHAI,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAEYHLWIW,12/8/2016,COMMUNITY MINI MARKET,91,,8025 S MAIN ST,90003,OW0237610,FREDIS EULALIO PACHECO,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DANM3ACRU,12/8/2016,YANG CHOW RESTAURANT,91,,819 N BROADWAY,90012,OW0039495,YANG CHOW RESTAURANT INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DANZCMEJQ,12/8/2016,HILLCREST COUNTRY CLUB,91,,10000 W PICO BLVD,90064,OW0015531,HILLCREST COUNTRY CLUB INC,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAORJ0JQS,12/8/2016,CALIFORNIA NATURAL FOODS,91,,244 S OXFORD AVE STE 2,90004,OW0018137,"JUNG, HYONSOON","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DAB9LVA0I,12/8/2016,EMC RESTAURANT GROUP LLC,92,,3500 W 6TH ST STE 101,90020,OW0126785,EMC RESTAURANT GROUP LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA0L7ZCAK,12/8/2016,NAEMAMDU MANDU,92,,3500 W 6TH ST # 100C,90020,OW0127920,DONG HYUN LEEM,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAQQJYDK4,12/8/2016,SPRING FOR COFFEE,92,,548 S SPRING ST STE #106,90013,OW0018828,"KG FOODS & TRADE, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DADKRFJWG,12/8/2016,AHGASSI GOPCHANG,92,,3744 W 6TH ST,90005,OW0100599,"AGASSI GOPCHANG, LLC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAX9B7H6C,12/8/2016,SANAMLUANG CAFE,92,,5176 HOLLYWOOD BLVD,90027,OW0024816,"MONGKOL LP, INC.",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAU4GNME8,12/8/2016,THE POT THAI CAFE,92,,2242 1/4 FAIR PARK AVE,90041,OW0024817,MONGLUK POTE,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DASYKB0JK,12/8/2016,POLKA RESTAURANT,92,,4112 VERDUGO RD,90065,OW0005402,BUDNY MICHAL ADAM,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA3MHZ0K3,12/8/2016,OKI'S DOG,92,,4601 W PICO BLVD,90019,OW0026661,"OKI GROUP, LLC",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAIXYBID2,12/8/2016,CAKE HOUSE,92,,3500 W 6TH ST STE #117,90006,OW0026789,ONE HONG INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DADM50O8Q,12/8/2016,RUEN PAIR THAI CUISINE,92,,5257 HOLLYWOOD BLVD,90027,OW0028178,"PENSRI, JANSAENG",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DACAQFK3G,12/8/2016,MADERA KITCHEN,92,,1835 N CAHUENGA BLVD,90028,OW0123821,"PASEO DE CAHUENGA, LLC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAKZP74B7,12/8/2016,THAI BAMBOO CUISINE,92,,11755 WILSHIRE BLVD,90025,OW0007071,"CHANTASIRIVIAL, SOMBAT",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA5J8YLYM,12/8/2016,EL PALMAR SALVADOREAN RESTAURANT INC.,92,,3555 W 3RD ST,90020,OW0122061,EL PALMAR SALVADOREAN RESTAURANT INC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA8D8FQZC,12/8/2016,YE RUSTIC INN,92,,1831 N HILLHURST AVE,90027,OW0039194,"WOOD, SUSAN",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA96MDDKN,12/8/2016,MANILA SUNSET,92,,1016 N VERMONT AVE,90029,OW0014599,"HALILI-DEL ROSARIO, INC.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DABSH5FNC,12/8/2016,EL POLLO LOCO #3369,92,,912 N VERMONT AVE,90029,OW0002438,"AMAYA, NELSON RUDY",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAEVJ9DL9,12/8/2016,OVERLAND CAFE,92,,3601 OVERLAND AVE,90034,OW0031646,"SANDS, MARK",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAOS8A0MN,12/8/2016,1 WOK,92,,5565 W MANCHESTER AVE,90045,OW0236572,JUANITO LAU MA,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DASAGAY6O,12/8/2016,LOS COMPADRES,92,,633 N SPRING ST STE #  8,90012,OW0002026,ALBERTO MELQUIADES MONTANO,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAPVGNRYA,12/8/2016,THE POST COFFEE SHOP,93,,216 W 9TH ST,90015,OW0027612,PARK CHAN IL,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA5SJ0FDA,12/8/2016,LOS BURRITOS Y MAS RESTAURANT,93,,6517 HOLLYWOOD BLVD,90028,OW0181042,LOMASS INC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DACFET82Q,12/8/2016,CRENSHAW FISH MARKET,93,,3407 CRENSHAW BLVD,90016,OW0185295,HOVEROVER INC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAU6T4ICY,12/8/2016,SANTA FE LUNCH STOP,93,,1700 S SANTA FE AVE STE #130,90021,OW0019521,"KIM, YONG SIK",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA8OO2FKN,12/8/2016,STAPLES CENTER (LEVY),93,,1111 S FIGUEROA ST,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (151 + ) SEATS MODERATE RISK,MODERATE
DAIGKO5AH,12/8/2016,GELATERIA,93,,541 S SPRING ST STE# 104,90013,OW0123870,GELATERIA ULI LLC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA0ZRRCF0,12/8/2016,THE PAAN,93,,3732 W 6TH ST,90020,OW0181024,LIMMARU INC.,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAY0UT8IH,12/8/2016,CARL'S JR,93,,254 S BROADWAY,90012,OW0020258,L.A. TASTY GRILL LLC,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DA0V3VD8O,12/8/2016,TRUXTON AMERICAN BISTRO,93,,8611 TRUXTON AVE,90045,OW0024351,TRUXTON AMERICAN BISTRO LLC,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAXMXXGGR,12/8/2016,SUSHI WAKANA,93,,404 S FIGUEROA ST #404,90071,OW0100745,"PARK, SUNG H. ET AL",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAVRJDEC3,12/8/2016,FRATELLI,93,,3557 W 3RD ST,90020,OW0013721,"GONZALEZ ARAGON, ABEL",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA78EDUVR,12/8/2016,HUNTER & CHARLIE'S,93,,1050 N VINE ST,90038,OW0208132,THE RANCH CAFE LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAAJYJPKO,12/8/2016,TIAN'S DIMSUM & FAST FOOD,93,,809 N HILL ST STE #A,90012,OW0040269,ZHENG SHOUTIAN,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DALLVGV4N,12/8/2016,VERSAILLES,93,,10319 VENICE BLVD,90034,OW0012767,"GARCIA, WILLIAM",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA1NIKCHV,12/8/2016,LA PARRILLA,94,,1300 WILSHIRE BLVD,90017,OW0003505,"AYALA, RAYMOND G",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAHYY1LZM,12/8/2016,SUBMERGE SANDWICH,94,,956 S SAN PEDRO ST,90021,OW0183742,"QUICKLE, INC",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAC0HVMN3,12/8/2016,BOWERY BUNGALOW,94,,4156 SANTA MONICA BLVD,90029,OW0128029,BOWERY BUNGALOW LLC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAT0BQ603,12/8/2016,EL POLLO LOCO #5322,94,,1224 S SOTO ST,90023,OW0010868,"EL POLLO LOCO, INC.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DACWFZNZ5,12/8/2016,SUBWAY SANDWICHES,94,,308 S BROADWAY,90013,OW0005591,C G INVESTMENTS INC,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DA9OHJRZF,12/8/2016,IMPRESSO,94,,1115 S HOPE ST,90015,OW0208974,S HOSPITALITY LLC,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DARTAQQHQ,12/8/2016,CAFE PANAMERICANA,94,,8781 W PICO BLVD # A,90035,OW0237174,BORDEMAR BREADS LLC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAZ1MMB08,12/8/2016,GREEN GROTTO JUICE BAR,94,,541 S SPRING ST,90013,OW0132881,"GREEN GROTTO JUICE BAR,LLC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAGGPHKNF,12/8/2016,VISTA THEATRE,94,,4473 W SUNSET BLVD,90027,OW0011916,FIVE STAR THEATRES INC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAD3B7HNC,12/8/2016,CHOWKING,94,,2700 COLORADO BLVD STE #125,90041,OW0036086,TOKYO TERIYAKI CORPORATION,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAB71UCD3,12/8/2016,JUAN'S ROTISSERIE CHICKEN,94,,223 S MEDNIK AVE,90022,OW0237650,URBAN CHICKEN LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAAGSQ9D2,12/8/2016,MARADENTRO BRENTWOOD,94,,1168 S BARRINGTON AVE # 101,90049,OW0227023,THE SEA INSIDE LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DADS9UWNU,12/8/2016,CARLIE'S,94,,5633 YORK BLVD,90042,OW0208575,CARLOS PONCE,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA5HULE0W,12/8/2016,CALIFORNIA BOWL,94,,706 N VERMONT AVE,90029,OW0123834,"CALIFORNIA BOWL FRESH, INC",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAIROY9AJ,12/8/2016,TAKAO JAPANESE RESTAURANT,94,,11656 SAN VICENTE BLVD,90049,OW0017183,"IZUMIDA, KISHIKO",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAM0YTDRP,12/8/2016,MALBEC FOODS,94,,1634 COLORADO BLVD,90041,OW0236268,"BODEGA MALBEC, LLC","FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DAMCHR05B,12/8/2016,CHINATOWN EXPRESS # 1,94,,4201 BEVERLY BLVD,90004,OW0185369,KL AND COMPANY,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAZNTWEH9,12/8/2016,TOKYO BEAT RESTAURANT,94,,319 E 2ND ST STE #205,90012,OW0018270,"KAGAYA, MASATO",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAT7W3HZD,12/8/2016,CHINA IN THE BOX,95,,5528 YORK BLVD,90042,OW0236989,CHINA IN THE BOX,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAUZFUQEV,12/8/2016,JAY'S BAR,95,,4321 W SUNSET BLVD,90029,OW0017486,JBEER 74 INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DABPLG08P,12/8/2016,CALIF PIZZA KITCHEN #12,95,,330 S HOPE ST,90071,OW0005856,CALIFORNIA PIZZA KITCHEN INC,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DAAVV3H4Y,12/8/2016,FLIX,95,,1201 W 5TH ST #110,90017,OW0105348,"GUCKENHEIMER SERVICES, LLC.",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA5S2HALE,12/8/2016,RED CORNER ASIA,95,,5267 W HOLLYWOOD BLVD,90027,OW0035374,THAI FILM'S CAFE INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DALMYTHWI,12/8/2016,BARNEYS HAMBURGERS,95,,11660 SAN VICENTE BLVD,90049,OW0003986,BARNEYS SAN VICENTE INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DATCGHPFG,12/8/2016,HILLCREST COUNTRY CLUB,95,,10000 W PICO BLVD,90064,OW0015531,HILLCREST COUNTRY CLUB INC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAWX6KXAO,12/8/2016,LLINKS MARKETPLACE LLC,95,,3601 W 3RD ST,90020,OW0022005,LLINKS MARKETPLACE LLC,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",HIGH
DAOBGEJK1,12/8/2016,BHAN KANOM THAI,96,,5271 HOLLYWOOD BLVD,90027,OW0035371,"THAI DESSERTS, INC.","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",HIGH
DAPZEFN2C,12/8/2016,SNACK TOWN,96,,112 W 9TH ST # #106,90015,OW0016277,"HONG, HEE SOON",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAWKAQKYE,12/8/2016,EGG ROLL KING,96,,3111 N SAN FERNANDO RD,90065,OW0227641,EGG ROLL KING,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA5D67ULQ,12/8/2016,RONNIE'S DINER,96,,12740 CULVER BLVD STE J,90066,OW0012781,"GARCIA, RONALD",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAILRDZC6,12/8/2016,JOLLY DONUTS,96,,11285 VENICE BLVD,90066,OW0007295,CHEA PHONG,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA5MIY0XY,12/8/2016,LA PIZZA & MORE,96,,252 S BROADWAY,90012,OW0020262,L.A.TASTY GRILL LLC,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DACDWO0L7,12/8/2016,COMMERSON,96,,736 S LA BREA AVE,90036,OW0237091,ORDER FIRE MIRACLE LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAVHUX41B,12/8/2016,STAPLES CENTER (LEVY),96,,1111 S FIGUEROA ST,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAX9UPQWI,12/8/2016,PHO THAI TOWN,96,,5136 HOLLYWOOD BLVD,90027,OW0129354,WIRANYA LUCAS,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DACB1GLLZ,12/8/2016,CLEO,96,,1717 VINE ST,90028,OW0236747,DESM  LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA0X1CQIP,12/8/2016,THE BAKERY NOSH,96,,110 E 9TH ST STE B-203,90015,OW0039803,KEUN SOOK YOO,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA6TVEEWS,12/8/2016,WABA GRILL,96,,3113 N SAN FERNANDO RD,90065,OW0129704,DANIEL AND IRENE CORPORATION,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DABFNOMSO,12/8/2016,EL PAJONAL RESTAURANT,96,,1133 N VERMONT AVE,90029,OW0229526,NAOMY RAMIREZ,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DALQAVG1K,12/8/2016,FLAME CHICKEN,96,,3553 W 3RD ST,90020-2012,OW0100596,"KIM, SUNNY H.",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DATLROQGX,12/8/2016,THE WAY FORWARD FOUNDATION,96,,8120 S VERMONT AVE,90044,OW0182215,THE WAY FORWARD FOUNDATION,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA6NNE464,12/8/2016,CAFE BRAZIL,96,,10831 VENICE BLVD,90034,OW0011842,FILMO MARCELINO,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DANN9T66Y,12/8/2016,TED'S BURGERS,96,,1507 W JEFFERSON BLVD,90018,OW0024132,"MELENDEZ,URVICIO C",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAPRRUD0P,12/8/2016,KING LIQUOR,96,,2105 W SUNSET BLVD,90026,OW0018875,"KHAN, ASHRAFUL I","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DATPZN6VZ,12/8/2016,SUBWAY,97,,5701 S CENTRAL AVE,90011,OW0014464,H.S. CHEEMA INC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAMQTAXTU,12/8/2016,CALIF PIZZA KITCHEN #12,97,,330 S HOPE ST,90071,OW0005856,CALIFORNIA PIZZA KITCHEN INC,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DAUDUUVCH,12/8/2016,SUBWAY STORE #57912,97,,1000 S HOPE ST #C,90015,OW0008632,CONCORDIA DEVELOPMENT INC.,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DARTILLSE,12/8/2016,VONS MARKET #2665,97,,4520 W SUNSET BLVD,90027,OW0038181,THE VONS COMPANIES INC.,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",HIGH
DA1FEZAXY,12/8/2016,ACE HOTEL DOWNTOWN LOS ANGELES,98,,929 S BROADWAY ST,90015,OW0181353,CHSP TRS LOS ANGELES II LLC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAKQT2BI3,12/8/2016,CASEY S BAR AND GRILL,98,,613 S GRAND AVE,90017,OW0006425,CASEY'S BAR & GRILL INC,RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DALPXKWPU,12/8/2016,HILLCREST COUNTRY CLUB,98,,10000 W PICO BLVD,90064,OW0015531,HILLCREST COUNTRY CLUB INC,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DAXTJJQTZ,12/8/2016,AFC SUSHI & VONS #2665,98,,4520 W SUNSET BLVD,90028,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA8JQGKNQ,12/8/2016,STEP UP ON VINE,98,,1057 N VINE ST,90038,OW0033990,STEP UP ON SECOND INC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DA0FH6MUE,12/8/2016,K & K DONUTS,98,,2101 W SUNSET BLVD,90026,OW0016677,HUYNH YIN,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAI77A0F8,12/8/2016,THAI PATIO RESTAURANT,98,,5273 HOLLYWOOD BLVD,90027,OW0017484,JB FOOD SERVICE INC.,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAAE320UH,12/8/2016,CLEO,98,,1717 VINE ST,90028,OW0236747,DESM  LLC,RESTAURANT (61-150) SEATS LOW RISK,LOW
DAJCCQJXU,12/8/2016,PIZZA LA,98,,3109 N SAN FERNANDO RD,90065,OW0227522,JAIME VALLIN,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAY0E62EC,12/8/2016,ACE SUSHI @ VONS #2077,98,,3118 S SEPULVEDA BLVD,90034,OW0208935,ASIANA MANAGEMENT GR,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAER0SGOG,12/8/2016,EDIBLE ARRANGEMENTS -1427,98,,5870 MELROSE AVE STE 8,90038,OW0186247,CHOUDHIRY EMPIRE INC,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DA1IBNM3A,12/8/2016,TRIMANA EXPRESS,99,,1139 S HILL ST #AU- 140,90015,OW0021281,"LEE, KI",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAG00JFR7,12/8/2016,CHALET EDELWEISS,100,,8740 S SEPULVEDA BLVD,90045,OW0034718,T.K. RESTAURANT INC.,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DABDHMPQ9,12/9/2016,GAUCHO GRILL,77,,11754 SAN VICENTE BLVD,90049,OW0002604,AMMADIS LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAYHRTYVP,12/9/2016,NEW G & G MARKET,86,,665 NEW HIGH ST,90012,OW0034118,SU ZAU HAU,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",HIGH
DALSW0VLO,12/9/2016,HONG KONG RESTAURANT,88,,5122 WHITTIER BLVD,90022,OW0040282,"ZHOU, TING",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAWMQ7JQR,12/9/2016,GUADALAJARA CITY,88,,1805 1/2 FLORENCE AVE,90001,OW0124805,MARISOL HERNANDEZ RODRIGUEZ,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAAK631XP,12/9/2016,TACO BELL #28722,90,,6254 LEXINGTON AVE,90038,OW0005610,"C&R RESTAURANT GROUP, L.P.",RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DAQNQ5FPW,12/9/2016,BROOKLYN WATER BAGEL,90,,8732 SEPULVEDA BLVD,90045,OW0126491,BROOKLYN WATER BAGEL CO.,RESTAURANT (31-60) SEATS MODERATE RISK,MODERATE
DA72DURKB,12/9/2016,CHIN CHIN CAFE,90,,11740 SAN VICENTE BLVD STE 202,90049,OW0038435,WANTON GROUP BTWD LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA06VGTQC,12/9/2016,LARCHMONT BUNGALOW,90,,107 N LARCHMONT BLVD,90004,OW0020751,LARCHMONT CAFE AND BAKERY LL,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAFLAYT6W,12/9/2016,GAJU GIMBAP,90,,833 S WESTERN AVE UNIT 39,90005,OW0237363,PS & TL LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DATHCZVI5,12/9/2016,CAFE GRATITUDE,90,,639 N LARCHMONT BLVD STE #102,90004,OW0005704,CAFE GRATITUDE LARCHMONT LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA0BU9HYH,12/9/2016,KATSUYA,90,,11777 SAN VICENTE BLVD,90049,OW0018550,"KATSU USA, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,HIGH
DA8PM5JZP,12/9/2016,U S FOODS INC MEAT MARKET,90,,1451 W WASHINGTON BLVD,90007,OW0007020,"CHANG, KYUNG SOO","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",HIGH
DA8YIICYV,12/9/2016,ZENCU SUSHI & GRILL,90,,319 E 2ND ST STE 206,90012,OW0018554,"KATYAYA, INC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAC5C4ZJ0,12/9/2016,ES CON SABOR WEST,90,,10401 W VENICE BLVD # 105,90034,OW0185555,E & H SALVADORAN CUISINE LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAGMHK9ZB,12/9/2016,CELLAR RESTAURANT,90,,1880 CENTURY PARK E STE 102,90067,OW0005067,BOSOK INTERNATIONAL LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAGPKWVX4,12/9/2016,THE GARDEN CAFE,90,,1840 E CENTURY park # 105,90067,OW0127764,"THE GARDEN CAFE , LLC",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DALAMLBX8,12/9/2016,CHUNG KING CAFE HOUSE,90,,4578 WHITTIER BLVD,90022-2430,OW0227657,L & J CUISINE INC.,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAOOS4L4M,12/9/2016,PALMERI S P A RISTORANTE,90,,11650 SAN VICENTE BLVD,90049,OW0005800,CALIF RESTAURANT INVESTMENT,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAYF95JQL,12/9/2016,RANCHO PARK GOLF COURSE REST,90,,10460 W PICO BLVD,90064,OW0009519,"DAVUOD, SHAHROKH",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAT9VA6RU,12/9/2016,I LOVE BOBA,91,,3512 W 8TH ST 111,90005-2902,OW0122058,I LOVE BOBA INC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAHHIHPA0,12/9/2016,LA POUBELLE,91,,5907 FRANKLIN AVE,90028,OW0020465,"LA POUBELLE, INC.",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA3ZXD1VC,12/9/2016,TACO LIMON,91,,1925 CENTURY PARK E STE G,90067,OW0000620,1925 ELYAD EXPRESS INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAGMLOZBX,12/9/2016,PINCHES TACOS,91,,203 N LARCHMONT BLVD,90004,OW0099448,PINCHES ANAYA 1V LLC.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAPGLZFRK,12/9/2016,SEOUL BAKERY,91,,2897 W OLYMPIC BLVD STE 104,90006-2639,OW0104242,THREE ANGELES CONSOLIDATED I,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DAVSJMXWD,12/9/2016,KOURAKU RESTAURANT,91,,314 E 2ND ST,90012,OW0039471,"YAMAUCHI, MIHOKO",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
