serial_number,activity_date,name,score,grade,facility_address,facility_zip,owner_id,owner_name,pe_description,risk_level
DALPKHLWT,12/13/2017,BANGLA BAZAR AND RESTAURANT,92,,4205 1/2 W 3RD ST,90020,OW0030168,"RINA, SHAHNAJ B",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DADKVZHYM,12/13/2017,NINA'S MEXICAN FOOD,92,,1651 SAWTELLE BLVD,90025,OW0022154,"LOPEZ, EDGAR E.",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAIAK1ZVA,12/13/2017,NIJIYA MARKET - LITTLE TOKYO STORE,92,,124 JAPANESE VLG PLZ MALL,90012,OW0017714,JINON CORPORATION,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DAVHPDYII,12/13/2017,TLT FOOD,93,,1116 WESTWOOD BLVD,90024,OW0035742,"THE STAND, LLC",RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DARAA2F0J,12/13/2017,INTERCONTINENTAL LOS ANGELES DOWNTOWN,93,,900 WILSHIRE BLVD,90017,OW0242797,HANJIN INTERNATIONAL CORP.,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA0E8IMHX,12/13/2017,ROSCOE'S HSE CHICKEN & WAFFL,93,,1514 N GOWER ST,90028,OW0010636,EAST COAST FOODS INC.,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAHTYPRVN,12/13/2017,EL MIRADOR RESTAURANT,93,,1250 S CATALINA ST,90006-3306,OW0245944,SILVA DE RODRIGUEZ JIMENEZ,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA06Q0GHU,12/13/2017,SUNSET MOBIL,93,,7100 W SUNSET BLVD,90046,OW0034400,SUNSET MOBIL CORPORATION,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",LOW
DADAQRW2H,12/13/2017,THE DONUT HOUSE,93,,2294 FIRESTONE BLVD,90002,OW0033549,SONGKHENG SANG,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DA6QFQ8UR,12/13/2017,BULGOGI HUT,93,,3600 WILSHIRE BLVD # 100C,90010,OW0126790,LB GLOBAL INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAU4UO0EP,12/13/2017,SHAMSHIRI GRILL,93,,1710 WESTWOOD BLVD,90024,OW0033391,SOHRAB INC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAITK04FR,12/13/2017,FIESTA FAST FOOD,93,,5532 YORK BLVD,90042,OW0007565,CHIN JOSE,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAKDSQNFS,12/13/2017,PIT FIRE PIZZA,93,,2018 WESTWOOD BLVD,90025,OW0028643,PITFIRE WESTWOOD LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DAZ4WAAEF,12/13/2017,COMMUNITY MINI MARKET,93,,8025 S MAIN ST,90003,OW0237610,FREDIS EULALIO PACHECO,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DAZ6DCAHV,12/13/2017,TRIMANA CITY HALL EAST,93,,200 N MAIN ST FL FL 1,90012,OW0032627,SHIN KWAN HEE,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAY9Y8NPP,12/13/2017,7-ELEVEN FOOD STORE #25599,94,,4650 FRANKLIN AVE,90027,OW0017810,"JOE,YONG H","FOOD MKT RETAIL (2,000+ SF) LOW RISK",LOW
DACIDR3YA,12/13/2017,ICE CREAM LAB,94,,369 E 2ND ST,90012,OW0178067,ICE CREAM LAB LITTLE TOKYO LLC,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAIQ1DJE1,12/13/2017,T&J MARKET,94,,9025 S MAIN ST,90003-3756,OW0185858,HELLUVA GOOD TIME INC,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DANMZN6NV,12/13/2017,UNITED FOOD RETAIL,94,,840 PRODUCE CT,90021,OW0038670,WESTERN SUPREME INC,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",HIGH
DAZ0LBBYT,12/13/2017,NEIGBORHOOD MARKET,94,,10227 S BROADWAY,90003,OW0015039,"HAWKINS, FLAN T","FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",MODERATE
DADUKYXTO,12/13/2017,POKE BAR,95,,1916 COLORADO BLVD STE B,90041,OW0184630,HW BROTHERS INC,RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DA0KOMYCK,12/13/2017,THE CARVING BOARD,95,,7300 W SUNSET BLVD # I,90046-3429,OW0035493,THE CARVING BOARD LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAE0XDWY0,12/13/2017,SUBWAY #6516,95,,5300 W CENTURY BLVD,90045,OW0010229,"DOLLARD DEVELOPMENT, INC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DALMIJ2LB,12/13/2017,BROAD GREEN,95,,6555 BARTON AVE FL 2ND,90038,OW0208420,BROAD GREEN PICTURE LLC,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAXCD0JGT,12/13/2017,KITCHEN FAIRE EXPRESS,95,,707 WILSHIRE BLVD,90017,OW0242653,"JUST DOWNSTAIRS 707, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DADSJ2GKN,12/13/2017,PANINI KABOB GRILL,95,,10250 SANTA MONICA BLVD # 1590,90067,OW0244148,SANTA CENTURY INC.,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA8NWUW0H,12/13/2017,MCDONALD'S #1135,95,,1800 S WESTERN AVE,90006,OW0010276,D BAILEY MANAGEMENT COMPANY,RESTAURANT (61-150) SEATS MODERATE RISK,MODERATE
DAFKC33WL,12/13/2017,LIVE BASIL PIZZA-SMASH BURGER-TOM'S URBAN,95,,1011 S FIGUEROA ST B101 -B201,90015,OW0107361,URBAN 24 LA LLC,RESTAURANT (61-150) SEATS HIGH RISK,HIGH
DA59GS4LB,12/13/2017,MARIA'S CENTRAL MARKET CAFE,95,,1232 PRODUCE ROW,90021,OW0012763,"GARCIA, MIGUEL A.",RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAUXB5I66,12/13/2017,EL NUEVO SONSONATECO RESTAUR,95,,2171 W WASHINGTON BLVD,90018,OW0037107,"VALDEZ, MARINA ISABEL",RESTAURANT (0-30) SEATS HIGH RISK,HIGH
DAOR3PK90,12/13/2017,OSTIONERIA COLIMA #2,95,,434 N ALVARADO ST,90026,OW0243394,ALDO ARREDONDO,RESTAURANT (31-60) SEATS HIGH RISK,HIGH
DAWFPRNDP,12/13/2017,2040 CAFE,95,,2040 HILLHURST AVE,90027-2719,OW0227312,"L'AMI RESTAURANT, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
DAAG1M0FJ,12/13/2017,THE PASTRY PLACE,95,,201 N LOS ANGELES ST STE 8,90012,OW0024515,MIN SUNG YI,RESTAURANT (0-30) SEATS MODERATE RISK,MODERATE
